X1,X2,X3
39.8,44.2,4
51.6,79,2
65.5,92.3,1
41.7,16.4,1
64.6,81.5,3
51.5,55,3
45.2,45.3,2
54.6,69.7,3
81,84.2,1
61.6,56.9,2
52.8,52,3
83,77.5,2
29,68.8,1
55.1,77.1,2
44.2,74,2
43.3,33.9,2
77,57.5,4
84.3,61.1,3
80.9,60.6,4
42.9,52.7,3
47.5,65.8,2
39.4,30.6,3
71.5,58.8,4
56.1,53.6,3
61.6,58.3,5
49.9,64.2,3
62,81.4,5
68,45.2,3
67.2,68.1,1
53.1,63.4,4
40.6,74.3,4
54.7,43.5,2
36.8,46.6,1
69,64.8,2
68.3,61.8,3
50.7,72,2
51.9,52.9,1
58.9,54.2,4
62,71.5,4
38.4,67.5,2
74.5,75.1,3
43.2,12.1,1
76.4,46.6,3
52.7,82.6,4
55.2,33,3
54.3,62.9,4
56.2,61.2,4
63.1,66.7,5
47.4,56.3,3
53.8,74.1,2
62.2,66.7,3
32.6,75,2
58.7,49.9,3
43.7,42,3
76.4,60.8,1
53.1,63.3,4
51.6,46.1,2
67.1,59.5,3
39.4,57.3,2
81.8,46.1,1
64.2,83.7,2
66.2,49.8,5
50.2,75.7,5
54.4,64.9,2
39.8,44,3
50.8,66.1,3
85.4,46.3,1
63.9,46.7,3
42.8,27.9,4
29.2,65.5,1
60.7,87.9,4
40.9,72.7,3
23.9,25.9,2
51.4,80.7,1
54.4,62.2,2
48,65,3
63.9,34.7,3
53.3,98.3,4
38.5,61.1,5
72.4,86.1,3
73.1,47.4,1
35.8,62.3,3
57.6,66.1,3
53.2,37.7,3
49.8,19.5,1
50.4,45.8,3
56.6,36.4,1
67.5,63.6,4
43.2,35.9,1
51.8,45.3,3
55.1,77.1,2
47,51.5,3
39,58.6,5
28.2,53.6,3
56.6,105.1,1
51.3,69.2,3
59.5,27.9,1
42.2,64.8,3
49.5,44.4,3
61,50.4,3
62.7,64.8,3
66.6,99.7,3
59,18.4,3
43.7,56.7,2
50.2,30.6,3
69.8,62.3,1
63.5,82.3,2
36,82.9,3
43.9,31.6,2
68,58.9,2
30.4,38.2,2
73.1,33.5,2
61.4,23.4,3
41.8,68.7,1
47.3,76.1,3
67.8,62,5
46.7,79.4,1
57.4,69.9,3
39.8,45.7,5
43.1,33.8,4
52.8,82.6,4
48.7,107.4,2
63.2,50.1,4
54.9,55,3
46.5,62.2,3
58.7,54.6,3
51.7,38.8,3
58.8,44.7,3
67.9,58.4,3
54,67.1,2
51.2,54.5,1
50.8,55.7,3
42.8,92.3,3
52.5,61.8,3
54.4,28.4,1
53,44.9,2
56.8,41.9,2
43.7,81,2
56.9,53.4,2
55.6,73.1,2
47.2,54.4,4
71.8,24.4,4
37.7,46.9,2
43.9,57.4,3
53.1,73.6,1
65.9,45.7,1
53.5,61,3
53.6,29.4,1
42.9,96.9,3
60.8,70.7,1
68,67.3,4
50.1,73.5,5
53.6,73.4,2
66,46.2,3
48,61.9,2
60.5,82,3
74.3,72.4,1
65,92.3,3
39.3,64.8,1
48.1,75.7,2
39.6,80,3
34.9,43.7,1
55.1,62.4,2
56.4,37,2
50.1,77.1,3
42.2,40.1,3
28.7,51,5
43.5,57.9,2
65.5,60.9,1
54.3,38.6,4
55.4,87.2,5
51.5,67.4,1
21.7,54.7,3
53.1,50,3
51.8,63.1,1
62.5,61.5,3
61.3,63.1,3
52.9,64.8,3
45,60.6,1
61.3,55.8,2
59.5,86.8,1
62.5,55.1,4
73.3,76.4,1
55.6,92.5,3
52.2,77.4,2
45,68,3
51.1,81.7,4
48.7,28.1,5
64.9,35.5,4
54.1,30.5,2
61.6,61.6,2
62.9,36,1
48.9,57.3,2
73.6,95.9,1
70.3,48.1,4
57.4,53.1,1
39.4,42.3,4
38,33.5,5
49,68.4,3
49.9,50.2,1
63.5,42.4,4
47.8,98.3,3
68.6,74.2,2
49.9,54.4,3
55.5,62.8,4
53.3,58.3,3
42.4,89,3
53.5,109,4
67.9,67.3,4
71.1,76.9,3
62.1,44.9,1
56,28.3,1
39.8,79.7,3
83.7,77,1
48.8,66.2,2
53,65.7,3
58.6,58.1,1
54.5,75.8,2
76.2,60.7,1
65.9,56.7,2
56.3,52.8,3
52.7,46.7,1
78.9,87.9,1
55.5,65.8,3
52.8,56.1,1
84.1,34.7,4
49.2,66.8,3
50.5,82.5,3
49.7,69.1,3
63.3,73,3
57.8,77.3,1
61,60.4,1
29.6,46.4,2
46.5,85.7,3
51.2,34,2
45.1,70.2,3
51.5,70.2,3
51.4,66.8,2
62.1,62,2
64.3,75.7,1
72.9,14.9,2
62.4,45.1,3
46.6,51.2,4
54.6,58.5,3
53.1,72.8,4
50.2,68.3,2
50.4,21.2,1
52.8,59.2,1
52.2,85,1
66.8,52.8,3
71.8,72,2
80.4,57.3,2
52.1,45.1,1
47.3,66.1,3
60.3,57,4
52.9,43.5,3
44.8,71.2,4
39.8,51.3,3
86.2,78.8,2
51.9,71.3,3
63.9,68.3,1
57.3,56.1,3
62.9,76.8,2
48.8,65.8,1
77.3,57.6,3
57.7,80.5,2
65.3,87.8,2
70.4,30.9,1
54,78.4,4
54.7,60,1
53.5,52.5,5
65.9,55,3
35,46.9,4
38.2,64.5,5
52.8,69.3,1
63.3,62.6,4
44.5,60.7,3
41,73.9,1
49.7,98.5,1
64.6,64.2,4
66.2,19.2,1
68.8,79.3,3
40.2,34.8,3
53.9,33.3,3
48,85.8,3
57.3,29.5,1
60.2,47.9,1
44.2,86.5,5
39.7,91.1,3
37.8,54.5,4
37.9,47,1
61.3,78.5,3
79.3,55.8,2
42.1,39.1,2
60,38.2,1
86.8,61.8,2
46.8,42.7,1
54.8,71.3,4
68,59.8,2
38.8,38,2
54.4,90.8,3
55.1,68.2,3
51.5,36.3,1
50.3,84.6,1
50.4,43.3,5
37.9,59,3
54.3,35.5,5
45.1,77.6,5
45.3,48.8,2
67.1,62.1,2
44.5,54.1,1
36.1,74.5,1
44.2,72.9,1
49.4,55.8,1
64.9,29.8,2
57.7,60.2,3
56.6,46.3,2
59.8,76.7,4
54.5,67.9,3
54,49.7,3
43,89.8,3
66.8,42.4,3
48.3,79,4
57.5,60.5,4
55.3,50.5,4
35.7,21.4,4
59,62.1,3
63.8,65.8,1
62.5,53.4,4
40.8,79.1,2
36.8,57.4,4
54.1,36.3,1
59.7,62.2,3
52.9,33.7,4
70.5,33.4,2
56.1,77.6,4
60.6,69.8,3
60,92.4,2
54,34.8,3
48.5,49.5,3
51.3,82,3
68.9,57,1
49.6,52.2,1
61.7,75.2,2
68.8,69.8,3
63.7,80.4,3
31.9,52.6,3
68.4,73.3,5
50.5,102.4,3
57.8,58.2,3
38.6,51.1,3
67.1,53.2,3
80.5,75.9,2
53.1,33.8,3
47.6,76.3,1
41.6,43.3,1
61.7,63.4,3
56.5,52.8,3
35.3,43.8,1
81.9,55.2,2
76.4,64.5,4
72.5,44.2,1
50.6,88.7,4
41.5,42.6,1
51.9,47.5,5
48.3,78.4,2
38.2,68.9,2
85.7,87.6,4
52,61.8,4
63.5,17.2,2
54.6,68,3
61.7,72.6,1
51.6,62.2,3
66.6,57.5,3
56.1,51,1
49.4,48.5,2
58.3,56,2
72.4,53.1,1
39.1,77.5,3
45.5,69,3
46.1,25.2,2
51.1,65,2
65.4,30.1,2
48.9,81.8,2
81.2,67.9,3
62.5,14.7,2
36.2,70.5,1
54.9,95.7,1
53.9,71.2,1
59.6,44.3,2
72.9,69.2,3
59.8,56.4,4
49.9,34.8,1
63.7,83.8,3
46.9,76,1
55.3,32.7,3
55.1,69.9,4
70.1,91,3
53.4,82.7,3
45.3,75.9,5
44.8,60.3,1
51.2,89.2,3
39.2,85.9,3
70.9,72.4,3
46.5,65.6,5
49.3,59.4,3
45.3,73.4,3
84.6,49.7,4
66.1,59.2,4
52.5,66,2
38.9,69,3
67.5,65,3
62.6,28.9,2
34.2,36.4,2
55.3,114.7,4
66,106.9,4
57.9,91.5,1
47.1,52.3,1
51,52.3,4
41.1,65.1,2
47.3,49.2,3
64.6,56.8,2
61.7,55.1,1
77.3,50.6,1
50.3,58.8,3
55.1,70.9,3
40.4,18.1,2
44.8,47.7,2
57.5,65.8,4
60.3,49.8,1
59.8,47.2,5
60.2,68.2,2
49.2,71.3,1
62,58.6,3
69.3,39.4,4
43.5,56.9,3
53.5,49.4,2
57.7,84.7,1
73.4,33.3,3
52.7,71.1,3
68.5,7.7,3
66.1,24.4,5
52.4,68,2
92.8,57.6,2
44.7,61.5,3
33.2,72.8,2
51.3,37.5,3
65.4,53.1,2
53.9,66.3,3
49.7,43.4,1
51.7,44.5,3
65,56.5,4
45.3,65.2,4
53,67.8,4
43,62.1,3
78.4,34.5,3
51.3,74.8,4
51.9,65.3,1
83.1,26.5,3
44,55.9,3
54.4,56.3,1
38.8,59.4,1
54.6,69,1
52.2,32,2
43.5,64,4
42.2,77.5,3
27.9,45.7,4
66.9,53.4,2
78.1,48.4,3
42.6,36.1,2
51.5,73.3,3
51.2,56.9,3
61.4,76.2,3
51.3,91.5,3
46.2,88,2
48,79.3,2
49.4,60.3,2
73.3,70.3,4
55.8,50.1,3
49.3,95.5,2
43.9,102.9,3
83.5,73.2,3
77.6,70.9,2
63.8,63.3,2
64,82.3,1
54.9,50.9,3
40.1,50.9,3
51.7,74.9,3
33.4,42.3,2
43.6,86.5,4
52.8,26.1,3
47.9,54.6,3
59.5,40.3,1
39.6,15.6,4
53.3,52.4,1
52.5,71.3,1
72,62.2,4
47.2,81.4,2
56.8,88.5,3
66.7,70.9,3
66.2,57.9,2
53.2,94.1,4
67.8,84.8,1
48.3,80,1
47.4,53.4,1
69.6,52.4,4
68.7,74.1,3
53.1,16.7,3
41.3,47.6,4
82,72.4,4
49.8,63.1,3
32.8,41,1
59.4,33.1,3
55.5,59.9,2
55.2,54.5,1
62.7,51.2,2
60,75.4,3
63.7,73.2,2
43.1,59.8,3
55.3,37.1,3
56.5,43.9,3
60.1,77.3,2
38.8,58.7,2
59,36.6,5
52.2,34.6,3
51.5,63.4,5
63.7,70,3
58.2,93.7,4
52.6,77.3,2
47.9,53.5,3
55.4,37.8,3
49.4,78.3,4
62.8,59.2,3
59.4,80.9,3
69.7,42.4,3
52.2,32.4,3
30.5,53.9,2
36.2,50.3,2
79.5,78.7,3
44.3,77.7,1
65.7,44.4,3
44.7,40,4
47.5,63.2,4
70.3,20.8,5
38.8,36,1
58.6,43.7,4
70.8,32.3,4
65.3,19.1,1
65.2,78.9,3
40.8,28.9,2
38.7,54.6,1
44.5,63.5,3
56,62,1
76.5,82.5,1
58.2,33.3,1
56,78.3,2
60.3,72.7,2
48.6,67.7,1
64.4,69.7,4
58.8,71.4,3
39.9,49.2,5
35.5,78,5
57.2,68.5,3
53.4,53.9,2
47.6,69.1,3
59.3,59.3,2
81,47.7,3
62.7,72.1,4
37.9,81.9,1
71.8,55.1,2
46.6,83.1,3
56.9,54.1,2
30.5,53.5,2
50.8,46.4,3
90.3,66.2,2
51.6,19.6,3
63.4,58.3,5
62.9,86.1,3
46.3,48.3,2
56.2,71.5,3
50.2,31.2,4
33.3,71.1,2
37.7,85.8,2
46.3,55.5,4
41,47.2,3
62,66.1,1
71.3,51,3
61.8,57,2
46.5,59.2,2
25.1,65.1,3
67.9,90.2,1
50.3,56.2,2
59.4,80.1,1
62.2,71.2,2
36.5,54.4,3
55.6,27.1,1
60.7,61.7,3
57.4,62.7,3
54.3,21.3,1
61.5,82.3,3
31.3,69.4,3
36,66.8,3
57.2,78.7,2
44.4,65.7,3
53.8,100.5,2
54.8,38.3,4
57,111.6,3
58.6,67.6,2
52.4,86.7,2
45,78.9,2
27.1,100.7,4
39.7,35.4,4
47.5,61,3
53.6,73.2,4
63.5,68.7,1
59.9,47.8,5
45.5,49.4,1
59.9,79.8,3
62.4,70.6,3
52.5,31,5
42.2,100.2,1
79.8,28.5,2
45.4,55.1,3
48.1,46.1,3
77.5,57,2
64.6,55.7,3
55.1,90.4,4
47.9,69.1,4
48.2,53.7,3
49.1,60.1,3
38.1,50,1
53,56.5,5
28.4,38.5,1
59.8,41.8,2
49.2,41,4
50.1,69.8,1
40.8,46.2,1
40.5,38.6,1
53.8,92.3,4
47.5,64.7,5
63.4,71.4,4
56.2,46.4,1
63.4,51.5,3
66,45.4,5
41,54.6,4
43.6,70.5,1
42.8,53.2,1
69.1,93.6,1
54.4,58.1,3
45.2,59.8,3
55.8,57.4,4
74.3,74.5,1
61.4,63.4,1
66.4,75.3,3
51.1,46.4,1
67.4,39.3,5
69.8,72.4,4
57.5,61.8,3
61.3,69.1,3
70.7,88.8,1
50.4,37.4,4
34.8,47.6,2
25.1,72.5,3
50.8,36.7,2
48.7,61.3,2
72.1,38.7,2
69.2,45.9,1
41.7,58.4,2
44.1,80.7,3
59.7,84.7,2
79.3,67.9,3
66.1,57.6,4
49.6,51.1,2
52,86.5,4
60.6,45.9,3
43.3,60.2,2
52.1,0.8,2
42.2,68.7,3
61.8,68.1,1
46.5,60.4,2
55.1,33.1,3
61.9,44.5,3
56.6,44.3,1
55.9,76.3,2
53.2,55,4
66.8,74.7,4
72.9,69.8,1
60.8,38.9,3
63.4,75.7,3
51.3,81.6,3
57.2,61.9,2
54.1,62.2,2
59.2,50.6,4
57.7,64.9,4
31.1,47.1,4
61.5,56.9,1
24.4,34.6,3
58.8,66.9,3
46.1,83.2,1
47.9,55.7,2
54.7,32.8,1
66.6,66.7,3
37.9,69.6,4
40.3,54.8,3
50.3,64.2,1
57.8,90.2,3
57.5,75.5,4
42.1,69.9,1
62.2,57,4
65.8,17,3
65.3,71,2
38.4,77.3,3
57.8,46.2,4
48.1,49,3
50.3,36.3,3
46.5,52.3,1
54.4,65.5,5
51.8,51.2,2
77.4,62.2,1
62,78.2,4
60.1,80.9,4
71.2,72.6,1
60.6,64,4
45.8,64.1,3
46.8,70.2,4
40.7,83.9,2
57.9,33.2,2
55.9,50,3
35.1,76.7,2
60.4,62.7,4
63.3,69,3
48,82.6,5
33,100.5,4
53.8,63.5,2
54.5,53.1,2
68.4,48.4,1
44.6,92.3,1
46.7,59,3
61.3,64.3,2
71.6,65.4,1
81.3,67.8,4
57.5,52.8,3
52,71.8,2
45.5,71.3,3
51.3,52.4,1
75.3,69.8,2
64.5,91.9,2
46.1,40.4,2
74.3,57.1,3
29.4,71.9,2
44.9,82,2
78.3,64.3,3
55.6,87.4,2
56.7,69.2,2
81.8,80.7,4
40,51.5,5
24.7,62.1,3
41.5,64.2,4
47.9,40.5,2
55.8,61,2
63.3,78.3,3
49.8,60.8,5
57.3,67,3
57.1,86.5,2
47.1,63.5,1
88,50.7,1
63.5,73.5,2
56.9,98.3,2
54,80,3
71.8,59.3,4
53.6,64.5,3
75.7,61.2,2
83.7,72.3,5
63.3,96.9,3
77.2,94.9,3
58.3,64,3
54.7,69.9,1
58.4,71,1
50.3,70.2,5
59.4,72.3,3
44,66,3
83.6,70.3,2
51.6,71.3,2
76.6,68.4,1
35.4,63.2,4
34.9,68.9,1
57.6,69.8,3
57.3,41.8,4
50.9,55.3,1
48.9,74.1,3
48.6,76.1,3
68.7,69.4,3
52.3,83.5,3
54.6,57.4,4
60.1,62.3,3
41.7,75.4,2
39.3,44.3,1
39.9,56.2,2
68.4,71.4,2
49.7,41.9,2
50.1,57.7,3
69.7,93.5,1
52.2,35.7,4
54,70.5,1
50.1,46.9,4
57.9,55.2,5
53.8,75.1,3
53.9,40.9,3
59,73.7,1
47.3,67.2,3
45.2,37.9,5
51.7,60.1,4
66.5,101,3
53.8,70.4,2
55.7,43,3
77.6,50.3,1
74.8,32.8,4
49.3,59.4,3
49.5,38.7,1
75.4,53,1
82.7,49.1,3
59.5,71.9,2
44.2,84.7,1
54.6,46.5,1
74.3,73.9,1
42.8,55.9,5
45.3,48.5,3
34.4,42.5,1
74.8,85.3,1
54.5,70.5,4
59.9,92,1
71.9,81,2
58.4,60.3,2
59.1,46.5,3
56.6,75.5,4
50.3,57.9,3
68,76.2,3
52.3,46.3,1
67.1,38.3,3
28.6,56.5,1
31.7,42.2,3
56,62.2,3
78.8,56.4,3
69,54.1,1
50.4,47.7,3
67.2,73.4,3
72.7,85.5,1
47.5,21.4,4
69.9,57.6,1
51,74,3
55,78.5,2
64.9,45.6,3
58.7,71.8,4
56.1,37.5,3
70.3,35.3,3
69.8,44,1
53.7,57.3,1
63,71.6,3
41.7,27.2,1
69.2,64.9,4
67.5,53.1,2
38.3,44.7,1
45.3,64.7,2
52.4,64.8,3
55.3,49.1,3
38.7,58.7,2
43,38.8,3
49.6,59.8,3
52.5,63.3,2
56.5,67.5,3
55.6,74,4
72.1,77.9,1
62.9,24.7,4
59,45.5,3
62.3,47.7,2
46.8,27.4,3
42.6,58.3,2
31.8,77.7,1
53.9,59.2,5
72,52.6,3
56.3,51.4,3
53.4,64.8,3
60.7,83.8,2
48.3,46.3,3
38.4,50.3,3
65.1,35,1
58.6,82.3,3
42.4,66.5,3
53.9,71.1,4
39,59.3,3
60.8,54.2,3
51,37.4,2
52.3,43.8,3
68,75.4,1
66.4,7.2,3
51.7,79.2,4
36.2,66.2,3
61.3,47.3,2
54,72.7,2
75.4,65.7,3
77.7,56,2
50.8,96.6,3
33.3,57.4,3
29,51.6,3
59.6,73.4,3
42.8,59.8,1
52.3,68.9,3
63.3,48.6,3
61.9,45.4,2
23.9,71.7,4
46,87.9,4
32.5,52.5,3
69,44.6,2
68.7,96.4,1
73.6,95.2,5
59.6,61.8,5
67.8,66.9,2
47.5,50.7,3
46,56.4,3
56.6,66.4,4
30.7,58.8,1
60.1,46.2,1
65.9,44.5,3
49,56.8,3
56.1,49.5,4
54,25.9,3
48.1,58.6,3
57.8,48.9,2
58.5,60.8,2
46.8,53.4,1
60.7,74,3
44.8,75.6,3
52.4,80.8,3
52.3,45.7,3
61.6,47.6,2
40.4,36.3,1
41.2,67.4,2
64.1,54,3
58.5,85.1,1
60.4,59,3
54.7,59.4,2
67.4,42.9,1
55.1,54.8,4
49.2,66.6,3
53.2,-17.7,3
55.9,75.8,3
50.3,47.9,3
64.7,51.8,2
52.8,100,3
55.6,59.7,3
54.5,44.2,4
77.7,69.5,3
21,48.8,3
43,67.9,3
45.1,65.9,3
64.9,12.8,2
57.9,70.7,1
82,51.7,1
60.4,65.6,4
60.1,71.9,1
96.4,64.6,1
38.9,73.8,3
69.5,77.5,2
35.1,42.2,1
68.5,45.5,2
78.7,62.9,3
44.3,66.3,3
68.3,49.3,4
55.8,97.6,1
38.5,73.3,1
48,84.9,2
64.2,32.1,2
49.8,37.6,4
46.7,84.1,2
62.7,63.9,1
46,120.4,3
41.1,27.2,2
55.4,60.2,3
47.4,36.9,2
42,47.4,1
64.9,64.6,3
54.2,88.2,3
54,55.6,3
54.6,48.1,3
74.6,70.7,5
34.6,60.4,4
56.3,83.2,2
60.9,59.6,1
64.1,65.8,3
61.5,30,2
76.4,44,2
23.4,58.3,1
59,42.2,2
44.4,77.7,3
38.8,27.5,5
47.5,30.2,2
72.7,75.1,2
33,36.9,3
46.6,54.1,4
70,30.4,5
69.2,58,3
56.7,58.2,1
56.7,85,2
65.8,78.8,3
32.6,58.2,3
47.3,70,1
58.7,68.2,3
36.4,47.3,3
32,40.4,2
41.9,67,3
53.6,52.3,3
43.5,61.6,2
51.3,37.5,4
37,81.8,3
50,67.2,2
39.4,78.7,3
40.3,16.5,2
59.8,61,3
34.4,69.8,2
50.5,45.2,2
52.6,56.4,3
30.7,70.7,1
60.1,113.2,2
61.9,48.3,4
68,61.2,1
47.1,111.1,1
64,95.2,1
57.2,56.9,3
43.7,61.1,2
51.5,96,1
44.7,62,1
44.3,33.7,3
72.1,50.7,5
67,54.1,3
46.8,40.7,3
56.2,31.8,1
64,72.2,3
52.1,45.6,4
61.8,87.2,3
49.6,41.1,4
59.5,42.8,2
36.7,53.3,3
67.9,48.1,3
60,69,4
43.6,46.1,1
66.5,79,3
53,48,2
52.1,48.8,2
43.7,26.8,2
55.2,41.9,5
54.4,49.8,1
53.4,74.6,3
66.1,78,4
68,94.5,3
69,46.6,5
66.1,31.6,3
46.3,70.2,3
41.9,33.9,4
81.8,70.5,4
50.1,78.8,4
63.6,53.6,2
61.5,73.9,2
45.9,60.5,3
73.4,47,1
50.9,41,3
61,58.7,3
50.5,51.5,4
56.8,70.8,1
78.2,27.1,2
48.4,81.8,3
64.8,75.4,2
70.3,41.9,1
72.6,52.8,3
41.9,64.9,3
68.7,45.3,3
58.6,72.7,4
64.6,80.5,3
49.3,28.4,3
39.8,93.7,3
39.6,39.3,3
44.9,62.9,1
45.4,53.2,2
57.9,42.4,1
77.6,79.8,4
76.1,69.9,2
73.9,63.1,4
75.8,51.2,2
51.2,41,5
68.2,46.5,3
54,60.7,2
52.3,46.8,2
57.9,80.7,3
53.5,60.9,4
60.3,42.9,3
61.5,62.4,3
55.3,56.5,2
69.9,55.3,1
60.8,77.6,3
35,81.7,2
55.6,76.3,2
58.3,59.5,2
57.4,38.5,1
42.9,71.6,5
59.9,49.5,1
53.2,34.9,4
62.2,94.1,4
57.8,63.8,3
38.3,61.3,3
50.6,52,1
57.8,69.6,1
49.1,73.9,2
68,61.2,2
48.9,41.2,3
59,52.6,3
50.4,84,2
54.5,65,5
47.6,48.7,2
56.7,58.9,5
27.3,66.2,3
41.8,51.3,4
48.9,29.2,4
72.1,50.5,2
69.6,25.1,1
69.8,21.8,2
38.9,58.2,2
56.1,89.4,1
48.8,48.1,1
54.2,62.2,1
57.6,45.9,3
56.2,63.7,3
69.8,68.2,1
63.5,42.1,4
67,42.2,5
47.5,44.3,2
63.9,51.4,5
62.9,57.1,3
39.1,64.6,2
47.9,59.9,2
76.2,41,1
40.2,79.2,3
71.9,34.3,2
61.2,73.7,1
60.5,59.3,4
34.4,51.7,3
71.1,28.2,4
54.2,80.6,2
43.9,80.6,2
42,46.2,3
53.5,72.7,2
80.2,55.7,3
56.1,71.3,1
55.9,54.8,5
52.3,37.9,3
44.3,66.1,3
80.3,61.4,3
69.7,63.7,4
38,57.2,4
45,70.6,3
65,60.7,2
43.7,81.3,1
28.7,47.7,1
75.4,39.3,3
66.7,56.5,3
63.7,90.8,2
56.2,66,1
38.9,48.2,4
53.3,73.9,1
38.1,96.8,1
61.6,60.4,3
63.6,67.2,3
84.4,80.8,3
66,91.1,2
70.5,55.6,2
64.3,51.6,3
57.9,32.9,1
28.7,81.7,2
46.5,73.2,4
53.1,34.4,5
50,57.3,3
52.5,71.2,2
70.2,55.6,2
53.8,43.5,1
65.8,54.8,2
46.2,31.8,4
37.5,79.8,2
60.1,71.7,1
51.4,76.7,4
31.6,83.3,2
57.9,52.4,4
78.2,40.8,3
46.7,42.8,1
72,70.2,3
56.8,73.5,4
68,24.6,3
84.1,45.5,3
69.1,92,2
50.7,29.2,4
50.3,63.6,2
56.1,46,3
63.8,72.8,1
32.1,83.2,3
50.1,58.2,2
60.2,70.7,2
59.7,41.4,3
58.2,19.4,3
44.3,38.1,4
65.7,20.5,5
48.9,70.4,1
30.4,38.5,5
63.7,52.6,2
60.1,64.4,2
66.4,54.7,2
41.8,40.1,3
51.5,90.5,3
71.1,59.1,2
46.7,55.6,1
55.9,69.8,3
61.7,100.6,1
68.5,58.2,2
59.4,44.9,3
59.5,21.4,2
52.1,55.8,2
48.6,88.2,3
51.5,53,3
64.1,79.8,2
23.2,16.8,1
67.2,75.7,3
41.6,71.2,1
74.1,41.9,4
67.8,62.2,5
75.7,64.8,2
62.3,46.2,3
57.8,65.2,3
51.3,58.2,2
75.6,43.8,3
53.8,66.1,1
46,65.1,1
57.9,68.8,3
56,53.4,1
51.2,66.1,4
45.6,90.9,3
41.1,28.3,3
52.5,36.8,4
50.1,61.3,3
85.1,72.7,1
68.6,67.6,2
54.5,39.6,1
47.9,46.6,4
43.6,81.5,5
55.6,38,4
48,63,4
56.9,66.1,2
80.7,46.9,4
54,35.4,3
51.7,60.4,3
40.7,63.4,2
50.6,73.2,1
47,58.5,2
68.7,37.1,3
64.1,72.6,3
46.3,55.2,2
42.2,42.6,1
45.2,66.4,4
40.3,58.2,3
51.4,63.9,1
29.3,25.4,4
56.5,83.6,2
43.7,38.7,3
41.4,26.1,2
23.6,50.5,5
52.9,63.1,3
52.4,18.7,1
39.7,70.2,5
55.6,92.6,4
58.9,84.4,1
58,60.5,1
55.5,60.9,3
57.1,30.8,4
35.8,47.6,2
66.9,42.5,2
50.4,80.9,3
67.8,57.5,3
53,38.1,3
63.3,75.8,3
45.3,46.5,2
70.1,60.2,3
45.4,65,3
44.1,52.7,3
54,65.9,3
56.8,64.2,2
64.5,81.6,1
50.3,56.6,3
54.8,68.1,2
70.6,87.3,1
57.4,69.3,3
48.4,51.5,1
46.8,70.4,1
48.4,57.1,4
48.9,59.7,4
54.6,63.6,1
75.4,41.5,2
55,52.8,1
55.7,70.7,4
80.4,65.5,3
37.9,65,2
59,64.2,1
65.2,66.6,3
78.4,63.3,3
54.7,65.5,3
60.9,87,1
57.2,31.7,1
52.5,79.8,3
58.4,79,2
42.4,87.2,2
41.4,51.6,3
65.6,76.1,4
56.4,43.4,3
47.2,96.7,2
61.6,31.9,4
53.4,60.6,4
78.3,66.8,4
54,67.9,5
42.9,93.1,1
53.4,88.3,2
54.5,78.5,3
65.6,98.7,2
52.9,48.9,1
58.1,89.7,4
48.7,57.6,4
65.4,44.7,2
53.7,67.3,2
53.4,49.5,1
66.7,70.6,3
40.6,52.5,2
60.5,57.9,2
44.3,46.1,3
56.9,54,3
62,75.9,3
49.7,71.1,3
78.1,55.9,2
59,35.3,2
41.3,67.5,3
61.1,60.2,1
58.1,44.8,3
75,82.6,3
53.4,62.2,1
52.2,81.4,1
35.2,45.5,4
55,90.3,1
97.9,75.4,3
60.1,104.1,4
50.6,109.4,3
51.9,63,3
54.3,40.2,4
57.5,70.7,3
59.7,65.6,4
66.2,48,2
78.9,59.3,3
69.6,64.3,2
50.2,18.4,2
46.3,70,4
54.2,58.2,3
61,80.7,3
40.4,58.5,4
53.1,76.1,2
55.4,70.7,2
64,23.9,2
47.3,52.4,3
61.6,68.3,2
58.6,19.5,2
74.6,64.9,5
54.3,37.8,4
44.1,52.9,1
62.6,48.1,2
54.9,73,5
71.7,55,2
34,42.6,3
56.3,70.7,2
56.2,42.7,5
63.2,65.4,3
30.5,60.6,2
47.7,44,2
52.9,51,3
43.3,53.5,2
41.5,79.3,3
36.6,64.3,2
39.3,70.7,4
63.3,75.4,5
77.5,35.8,2
56,43.2,3
60.5,61.6,4
36,74.1,4
68.3,51.3,4
53.8,49.8,2
44,55.1,1
63.6,74.6,4
39.8,54.7,4
65.7,57.1,4
77.3,33.1,4
79.6,78.5,3
39.9,69,2
37.7,93.1,4
62.7,60.9,3
47.4,88.3,2
68,43.5,4
45.9,81.6,3
69.7,50.3,3
65.8,67.8,1
54.2,76.1,5
65.4,65.9,1
50.8,77.6,2
75,49.3,4
60.7,40.5,3
52.3,66.3,2
45.5,50,2
64.4,36.8,1
70.4,18.8,3
54.8,21.3,1
50.8,89.3,1
44.3,55.5,3
54.8,67.5,4
57.2,39.8,1
71.8,112.8,2
43.4,99.5,4
76.4,45.4,3
56.2,35,5
46,76.8,5
44.4,74.6,1
47.1,82.6,5
52.2,65.6,3
46.1,85,2
70.8,36.4,4
55.1,32.9,2
68.4,49.3,2
47,45.4,2
46.7,70.5,3
54.2,45.1,2
59.3,32.1,2
56.9,70,1
46,73.6,3
47.5,68.2,3
33.2,75.5,5
44.8,51.2,4
51.6,70.8,2
38.2,87,3
58.6,43.1,2
45.7,64.5,1
58.3,35.3,3
68.6,69.1,2
69.9,53.4,3
55.6,55.8,2
57.5,29.1,2
35.2,64.1,1
45.6,84,4
34.9,78,2
70.9,94.9,1
49.8,61.7,4
49.6,60.3,3
