Y,W,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,tau_hat
57.26,0,61,81,5,1,1,0.556,-1.38,1.316,0.639,1.097,0,0,0,0,1,1,3,2,3,2,3.96263162290077
71.97,1,62,91,4,5,1,0.821,-2.361,0.601,-0.887,-0.647,0,0,0,1,0,2,5,3,5,3,4.01000292425267
56.61,0,65,69,2,3,1,-0.188,-1.155,0.213,-0.229,0.847,1,0,1,0,0,1,4,3,3,4,3.67484535241082
51.06,0,51,96,5,1,1,-0.337,-1.061,-1.662,-0.249,-0.145,0,0,0,0,1,5,3,3,1,5,3.32981494777677
51.53,1,40,82,3,5,3,0.168,0.774,2.452,-0.32,-1.898,0,0,0,0,0,5,2,2,2,2,2.27634186032958
53.35,0,46,89,2,2,2,0.481,-0.587,-2.334,-0.036,-0.561,0,1,0,0,0,4,5,5,3,4,2.29288312546943
63.93,1,65,89,2,5,2,-1.12,-0.328,1.82,-1.16,0.655,0,0,0,0,0,3,2,4,1,2,3.93022719639122
59.1,1,46,89,4,3,2,0.109,1.632,0.892,0.968,-3.2,1,0,0,0,1,5,2,1,1,5,2.93498069069783
47.11,0,28,85,5,1,3,-0.93,-0.762,0.301,0.442,-0.163,0,1,1,0,0,2,2,4,1,4,2.27172578240446
48.37,0,73,71,2,2,2,-0.375,0.237,1.043,-0.272,-0.137,0,0,0,0,0,4,1,2,5,2,4.91772683174659
44.65,1,32,68,3,3,1,-2.521,0.323,0.766,-0.079,1.083,0,0,1,1,1,4,3,1,1,1,1.04858841108974
64.62,1,61,72,2,2,1,-0.024,0.885,-1.355,-1.245,-1.276,0,0,0,0,0,3,2,1,4,5,3.51912404305428
49.66,1,53,87,4,1,1,-1.672,-0.602,0.455,-0.796,1.113,0,0,0,0,1,5,1,3,4,4,4.15963126323435
63.81,1,55,90,4,4,1,1.713,-0.689,0.764,-0.885,-0.21,0,0,1,0,0,3,2,1,1,2,3.96225779829656
50.89,1,26,77,4,3,3,0.189,-0.063,-0.213,-0.468,0.088,0,1,1,0,0,2,5,5,1,4,1.91512194914476
55.43,1,52,85,5,1,3,0.149,-0.823,1.521,-1.074,0.143,1,0,1,0,1,4,5,3,3,2,3.41167812363694
64.61,0,74,89,5,2,1,-0.778,-0.113,-0.105,0.35,0.252,0,0,0,1,1,3,1,2,2,5,4.85630995658503
55.06,0,43,86,5,1,2,1.204,-1.872,-0.852,-0.153,-0.203,0,0,1,0,0,1,1,4,4,2,3.16952580191996
49.94,0,48,75,3,4,2,2.39,0.053,-0.196,1.187,0.934,0,1,1,0,1,3,5,2,4,3,2.55840446955307
48.53,1,37,87,5,5,1,-1.976,-0.306,1.365,-1.705,-0.128,0,1,0,0,1,5,3,5,5,3,3.09060594281273
56.29,1,68,73,3,2,3,0.172,-2.384,0.62,0.623,1.441,1,1,1,0,1,4,1,5,5,1,3.49569115244318
52.41,0,58,82,3,3,2,-1.403,0.273,0.163,0.055,-0.414,0,0,0,0,1,5,2,3,2,2,3.2048208837967
55.62,1,60,90,4,4,2,1.415,-1.158,-1.007,1.12,0.342,0,1,1,0,1,2,1,2,3,1,4.13592354035585
40.21,0,42,79,4,3,3,1.105,1.02,1.574,0.739,1.862,0,1,0,0,1,2,4,3,4,1,3.0137806448703
67.12,0,73,82,2,3,1,0.374,-0.317,0.752,0.624,0.062,1,0,1,1,1,2,2,1,1,3,4.78339031962962
53.98,1,54,63,4,2,1,1.246,0.6,-1.645,-0.458,-0.021,0,1,1,0,1,2,5,2,1,3,3.03815666175553
60,1,66,62,3,4,2,-0.162,-0.238,0.032,-0.063,-0.008,0,0,0,0,1,3,5,4,4,1,4.03643133896383
78.42,1,70,89,2,5,1,-0.722,0.671,-1.565,-0.446,-0.862,1,0,1,0,0,1,3,5,4,5,4.4424516277111
56.1,1,58,88,3,3,2,0.167,0.737,-0.21,-0.312,-0.911,0,1,1,0,0,5,1,5,4,4,3.46503829676322
55.46,0,37,93,3,3,3,-1.599,0.695,1.37,0.018,-1.22,1,1,0,0,1,5,4,1,2,1,2.16728344149137
63.2,0,34,97,3,3,1,-0.285,-1.056,-0.381,0.289,0.032,1,1,1,0,0,4,2,3,1,5,1.81146919662488
49.92,1,44,66,4,3,2,-0.124,-1.27,-0.556,-0.321,-0.312,1,0,0,0,1,3,4,2,2,4,2.51594097426545
47.16,0,37,70,4,4,2,-0.937,-0.605,-0.024,-1.412,-0.169,1,1,1,1,1,2,3,5,1,1,2.73313008339366
56.7,0,73,68,4,5,1,0.965,0.29,-0.396,-1.377,-1.365,0,0,1,0,1,2,4,3,4,2,5.05772345899747
65.55,0,48,88,4,5,1,-0.324,-0.443,-1.514,0.059,0.486,0,1,0,1,1,1,1,5,3,5,3.43122308692572
56.17,1,38,90,3,4,1,0.002,0.353,0.823,-0.365,-0.317,0,0,0,1,0,3,4,4,3,4,1.85904799740713
57.8,1,71,72,3,1,2,1.384,0.156,-0.024,0.607,-0.414,1,0,0,1,0,3,4,2,2,1,4.61009678233079
51.82,1,31,80,4,3,2,-0.025,-1.063,0.155,1.277,0.27,0,0,0,0,1,3,1,3,2,2,2.21841098430968
56.66,0,66,87,3,3,3,-0.457,0.321,-1.65,-0.977,-1.063,0,1,0,0,1,5,2,5,4,5,3.39138220074019
59.49,1,25,82,4,3,1,1.238,-1.017,1.349,0.112,-0.171,0,1,0,0,1,4,1,2,2,2,2.31094851045014
44.23,0,36,78,5,3,3,-0.378,-0.996,1.381,-0.529,1.431,1,0,0,1,0,3,3,5,2,2,2.88892377449965
56.21,1,38,92,3,3,3,0.278,-1.942,0.149,-1.514,-0.711,0,1,1,0,0,4,2,2,1,4,1.86477850257431
61.21,1,74,74,3,3,1,1.355,1.656,-0.51,-0.284,-0.877,0,0,1,0,0,2,5,2,1,5,5.05354897525001
62.46,0,32,85,3,4,1,0.274,-1.52,-0.146,-0.313,-0.384,1,1,0,1,0,4,5,5,3,4,1.20437460899714
56.99,1,50,64,2,5,2,0.423,2.036,-0.66,-0.181,-0.366,1,0,0,1,0,2,5,5,2,4,2.0299354580312
66.07,0,55,94,3,5,2,1.168,-0.38,0.066,-0.12,0.294,1,1,0,0,0,1,3,4,3,5,3.12988767383267
59.01,0,70,86,4,5,2,0.485,-0.206,0.101,-0.902,-0.33,0,1,0,0,1,2,1,2,3,5,4.81578685924847
60.18,0,38,95,4,3,1,0.865,-0.97,-1.839,0.981,-1.217,0,0,0,0,1,4,2,4,1,5,3.02443994846444
52.7,1,27,86,5,3,2,0.045,-0.592,-0.878,-0.312,1.44,0,1,1,1,1,4,3,3,2,1,2.67364101382535
51.83,1,57,68,4,2,3,-1.101,0.347,-0.335,-0.641,0.803,0,1,1,1,1,4,5,4,4,5,3.1484614348047
60.05,1,41,87,4,5,2,-0.179,-0.969,-1.699,-0.314,-1.054,1,1,1,0,1,2,2,5,1,2,3.22451720141928
64.71,0,65,93,2,3,3,-0.365,1.628,-0.272,0.121,-0.394,0,1,1,0,1,1,4,2,4,4,3.51048329176796
61.14,1,32,90,4,5,1,-0.526,0.263,-0.902,-0.124,-1.341,0,1,0,0,0,3,3,2,3,1,2.26050903272556
37.58,1,29,64,2,2,2,-0.269,-0.716,0.707,0.497,1.066,0,1,1,0,0,4,3,3,1,2,0.67644353025796
63.33,0,68,92,3,2,2,2.556,-1.624,0.715,2.036,0.154,0,0,1,0,1,2,5,3,1,1,3.94924303084143
62.18,0,53,67,4,2,1,-0.247,-0.38,0.575,-0.415,-0.681,1,0,1,0,0,3,3,5,4,5,3.05228064920189
60.03,0,58,74,4,3,2,-0.964,0.958,-0.154,0.438,-0.523,0,1,1,0,0,4,1,2,4,5,3.48237995578486
60.9,1,67,75,5,4,2,0.267,-0.583,0.424,0.135,0.333,1,1,0,0,0,4,5,2,1,2,4.19684057134573
49.85,1,25,81,5,1,1,0.982,0.365,-0.324,-1.213,0.477,0,1,1,1,1,2,4,3,3,1,2.26475126327881
60.57,1,27,83,4,3,1,-0.409,-0.821,-0.287,-0.216,-1.245,0,0,0,1,1,1,1,4,2,5,2.06228223413296
52.11,1,48,91,3,4,3,0.454,-1.3,-0.852,-1.103,2.685,0,0,0,0,1,5,4,5,5,5,2.44999031574277
55.71,0,65,85,5,3,2,0.5,-0.205,0.422,1.178,-0.564,0,1,1,0,0,5,4,3,2,3,3.96424086127669
47.84,1,56,68,3,3,1,-1.129,-2.279,-0.235,0.203,-0.681,0,1,1,0,1,3,3,4,5,1,2.8052046768684
52.86,1,29,88,4,2,2,0.469,-0.241,-0.294,-0.258,1.087,0,1,0,0,1,5,4,2,4,5,2.2743288886413
56.27,0,49,89,3,2,3,1.381,0.062,0.004,0.905,-0.379,0,0,1,0,1,1,2,3,4,2,2.76294639918728
57.91,1,35,75,4,5,1,-0.157,0.968,1.283,-1.454,-0.853,0,1,1,1,1,2,5,1,5,3,2.4921588436573
52.53,1,38,75,3,3,2,-0.552,0.44,1.194,0.127,-1.293,0,1,1,0,1,2,3,3,5,1,1.92490583668015
61.35,0,46,93,4,4,2,-0.78,-0.358,-1.196,0.078,-1.298,1,1,0,1,1,5,2,2,4,5,3.09661955888683
65.76,0,61,83,1,3,2,-0.36,-0.322,1.683,0.66,-0.073,0,0,0,0,0,5,4,1,4,4,3.29126027145795
66.51,1,41,87,3,3,1,0.834,0.904,1.608,-0.758,-0.978,0,1,0,0,0,1,2,4,1,4,2.07130185243506
57.92,1,27,88,3,4,1,-0.064,0.741,-0.425,0.199,-0.775,0,0,0,1,0,3,3,4,1,3,1.14756371970623
59.76,0,63,89,4,1,2,0.439,-1.45,0.899,-0.325,-1.662,1,0,1,0,0,3,3,5,5,4,4.04946158114692
54.29,1,64,74,3,1,2,0.741,0.221,-0.554,0.816,0.484,0,1,0,0,0,2,5,1,3,2,3.53641741164489
54.2,0,62,81,3,2,1,-0.056,1.046,-1.191,1.27,1.035,0,1,0,1,1,3,4,4,2,3,3.35098902252559
75.16,1,75,81,3,5,1,0.297,1.343,0.166,-0.303,0.654,1,1,0,0,1,5,1,2,4,1,5.09789269139807
51.05,0,59,95,3,4,1,0.656,-0.489,1.452,0.455,0.979,0,1,0,0,1,3,5,5,2,4,3.27097398616268
53.54,1,30,83,5,4,1,-0.076,-1.238,0.027,0.69,0.64,1,1,1,1,1,4,3,5,2,5,2.38820844054868
64.4,1,61,75,2,3,1,1.014,0.722,-1.93,1.501,-0.147,0,0,0,0,1,3,1,4,5,4,3.50272831401749
60.81,0,58,86,4,3,1,-0.126,1.514,-0.898,-1.468,0.083,0,1,1,0,1,5,2,4,2,4,3.63652046990168
66.16,0,30,88,3,4,1,-0.352,0.597,0.335,-0.13,-0.572,0,0,0,0,1,3,4,3,2,5,1.42058281476702
57.18,0,28,87,4,5,1,-1.851,0.645,0.014,0.56,0.404,0,1,1,0,1,4,3,1,1,5,2.58016336871958
59.89,1,58,85,3,5,2,-1.384,-0.77,0.26,0.296,-0.957,1,1,0,0,1,4,3,1,1,1,3.09248920534035
50.69,0,41,92,5,2,2,-1.078,-0.689,-1.34,0.98,-1.582,0,0,0,0,1,2,4,2,4,1,3.07365298780901
61.4,0,41,82,3,1,1,1.292,0.097,1.261,1.154,-0.427,0,1,1,0,0,5,5,4,4,1,2.25246288190747
55.42,0,34,78,4,4,1,0.775,1.444,0.193,0.702,-1.227,1,1,0,0,1,5,2,2,2,3,2.33393882952593
61.87,1,68,79,3,2,2,1.095,-0.647,0.557,0.57,-1.257,0,1,1,0,1,3,5,1,5,1,4.09288717420572
63.23,0,68,94,3,4,2,0.559,-0.072,-0.135,-0.519,-0.05,0,0,1,1,1,5,3,1,4,2,4.60479873152737
61.68,0,55,85,2,4,2,-0.995,0.28,-1.26,-0.174,0.836,0,1,0,0,1,1,1,2,2,4,2.92211618895266
61.41,0,70,97,3,4,1,-1.088,0.446,-0.039,0.016,-0.242,0,0,0,1,0,5,2,1,1,2,4.82567461505759
54.18,1,57,94,3,4,3,-1.335,-0.755,-1.143,-0.218,1.766,1,0,1,0,1,3,5,1,4,4,2.94990936469885
62.44,1,65,80,2,2,1,-0.119,0.183,1.478,-0.76,-0.619,1,0,0,0,1,3,5,2,2,1,3.98302575598694
57.7,1,55,89,3,4,2,-0.412,-0.219,-0.103,0.327,0.471,1,0,0,0,0,2,4,1,3,1,3.22007372196267
60.94,1,36,91,3,3,2,1.59,1.448,1.556,-0.791,-1.289,1,1,0,0,0,4,5,3,1,4,1.68297797742909
41.51,0,34,62,3,4,3,0.581,0.219,-0.047,0.168,-2.891,0,0,0,0,0,2,1,4,1,2,1.10012570891352
45.57,0,36,80,4,2,2,-0.412,-1.149,0.016,-1.001,0.522,0,1,1,0,1,4,5,4,2,1,2.59652509513677
64.46,0,70,87,2,4,1,1.027,-0.016,-0.94,-0.178,-0.368,0,1,0,1,1,4,3,5,1,4,4.53924207622525
53.47,1,46,80,2,2,2,0.839,1.378,1.19,-0.263,-1.356,0,1,1,0,0,5,5,4,3,1,2.52054077850745
54.87,0,52,90,4,3,2,0.617,1.059,-1.137,-0.468,-1.582,0,0,1,0,1,3,5,1,5,2,3.90986684880873
56.73,0,72,82,2,2,2,0.806,-0.608,-0.046,-0.228,-0.055,0,0,0,1,1,3,5,2,1,2,4.87266555518973
64.18,1,40,88,3,3,1,-0.396,-1.108,0.368,0.192,1.527,1,0,0,0,1,5,2,4,2,3,2.25239201199262
60.28,0,64,83,3,1,1,-0.095,-0.446,0.96,0.373,0.26,0,1,0,0,1,3,4,1,3,1,3.51445512551173
53.12,1,35,67,3,3,1,-0.902,-1.359,-0.021,0.765,0.514,0,1,0,0,0,3,2,5,5,3,1.12180079881
61.74,0,62,89,3,3,3,0.598,0.628,0.038,0.135,-2.506,0,1,1,0,1,4,5,2,3,4,3.40553345451598
43.81,0,61,71,3,5,2,2.538,0.376,-0.893,0.126,-1.765,0,0,1,1,0,5,4,2,1,5,3.21537776781243
51.24,1,27,92,5,5,2,0.561,0.809,-0.361,-0.049,1.079,1,1,0,0,1,2,3,2,1,2,2.59678931681081
49.25,1,29,80,5,3,3,-0.568,1.843,-0.078,-1.351,-1.324,0,0,1,0,1,5,4,2,4,5,1.86386622889005
60.36,1,56,98,2,1,2,1.517,-0.733,0.644,0.002,1.141,1,0,1,1,1,5,5,5,1,3,3.34602789022402
60.95,0,56,87,5,3,1,-1.855,0.865,-0.844,-0.605,-0.299,0,1,1,1,1,4,3,1,4,3,3.83423135457382
64.79,0,46,95,3,3,1,1.945,0.923,-0.391,0.299,-0.798,0,0,1,1,0,5,5,2,5,2,2.73773366006568
52.04,0,27,83,4,5,3,-0.002,-0.551,0.223,0.309,0.429,1,0,1,0,1,5,5,2,2,1,2.42183166134032
53.39,0,29,97,5,4,2,-0.703,-0.571,2.097,-1.396,0.871,1,1,0,0,0,4,5,5,2,5,2.54731649791686
54.43,0,42,71,4,2,1,0.622,-0.732,-0.188,-0.793,1.147,1,0,0,0,1,2,3,5,4,1,3.18525973736556
49.28,0,30,71,4,3,1,-0.558,-1.135,0.606,-0.802,-0.644,1,1,0,0,1,5,4,5,3,3,2.03659086111492
55.88,1,46,85,4,3,3,0.063,1.145,-0.005,-0.956,1.569,0,0,0,0,1,2,1,3,4,5,3.0739827054067
64,0,56,72,1,3,1,-1.555,-0.119,-1.234,-0.465,-0.653,1,0,0,0,1,1,2,5,1,4,2.5747299470747
49.43,1,43,77,5,2,2,-0.291,-0.916,-1.318,0.017,0.778,0,1,0,0,0,4,3,1,4,1,3.19076932139354
66.66,0,74,91,4,2,2,1.272,-2.236,-0.331,-0.81,-1.113,1,0,1,0,0,4,2,2,5,2,5.05812873281086
62.51,0,36,99,4,2,2,-0.339,-0.083,-0.566,-0.95,-0.085,1,0,1,0,1,1,2,5,2,4,2.86460385973398
50.79,1,36,81,3,3,2,1.028,0.324,-0.462,-0.682,-0.724,0,1,0,0,1,4,4,2,3,5,1.49236974712128
53.71,0,35,93,3,2,1,0.586,0.61,0.833,0.304,-1.667,0,0,0,0,1,3,5,2,5,2,2.0115802358972
73.47,1,40,96,5,3,1,-0.06,-1.323,0.771,0.117,0.423,0,1,1,0,1,3,4,4,1,3,2.85122632256122
74.09,0,72,95,2,4,1,-0.021,0.356,-0.346,-1.34,0.02,0,1,1,0,1,4,2,3,2,3,5.08585214244041
67.42,1,67,89,3,3,3,0.5,1.104,0.366,-0.462,0.176,0,0,0,1,0,2,4,2,5,1,4.04713788338085
45.88,0,61,58,3,3,3,1.63,-0.659,1.298,1.077,1.142,0,0,0,1,1,2,1,4,5,4,2.95099998346477
54.49,1,69,83,4,4,3,0.848,1.152,-0.062,-0.675,-0.149,1,0,1,0,0,2,4,2,5,3,4.38284080538259
69.39,1,67,91,4,2,2,-0.197,1.743,-0.498,0.361,-1.092,1,0,0,0,0,3,3,2,1,2,4.08741541489096
44.93,1,48,67,5,1,3,-0.02,-0.788,0.071,0.878,0.061,0,1,0,1,1,1,4,4,4,1,3.24936862296336
47.76,1,32,81,4,3,1,0.928,0.788,-0.625,-0.615,0.03,0,1,0,1,0,4,3,5,2,1,2.21040372671189
62.41,0,40,94,4,5,2,-1.11,0.049,-0.469,0.12,1.705,0,1,0,0,1,2,3,3,4,1,3.33275902798341
71.03,1,62,98,3,4,2,0.583,1.653,-0.065,0.288,0.965,0,0,1,1,1,4,5,4,4,3,3.75824401425505
56.26,1,53,92,3,2,1,-0.296,-1.721,-0.294,0.327,-0.635,0,0,1,0,0,2,4,4,4,3,3.09256033361409
64.55,1,43,70,4,5,1,-1.439,-0.96,-1.028,0.199,-0.357,1,1,1,1,1,3,2,5,2,2,2.70813035763037
52.84,1,30,92,3,5,3,1.103,-0.244,-1.177,0.843,0.187,0,0,1,0,1,5,2,5,2,2,1.39560550505061
57.82,1,58,89,4,3,3,1.84,-1.233,0.698,0.426,-1.029,0,0,0,0,0,2,1,1,1,3,3.32413733061773
64.19,1,43,99,3,3,2,0.647,0.981,0.65,-1,-1.875,0,0,0,0,1,3,5,1,1,1,2.58351447540334
62.46,0,39,87,4,3,1,0.688,-0.522,0.327,-0.304,0.543,0,0,0,0,1,1,5,1,3,5,3.09630004629246
56.06,0,57,88,3,1,2,-0.75,-0.54,0.617,-0.487,0.789,1,0,0,0,1,5,5,5,2,1,3.11810674989755
55.08,1,57,62,2,4,2,1.651,1.183,1.742,0.238,-0.063,1,0,0,0,1,1,2,5,5,4,2.97078559623878
62.02,0,57,85,3,4,1,-1.674,1.641,1.315,-0.636,-0.79,1,0,1,1,1,4,2,5,4,3,3.17810804935543
42.79,1,34,70,3,3,2,-0.936,0.33,0.292,-1.18,0.699,0,0,0,0,0,2,5,1,1,2,1.34286895918752
58.99,1,33,89,5,4,1,0.899,0.289,-1.527,0.11,-1.117,1,1,1,0,1,5,5,1,5,5,2.44806834373684
61.7,1,40,90,3,5,1,0.028,1.272,-0.018,-0.46,-0.37,0,0,1,0,0,2,5,4,4,4,1.90433032730049
57.79,0,52,84,3,4,1,-0.881,0.015,-1.985,-0.697,-1.616,0,0,0,0,1,2,3,1,4,2,3.29412434408871
61.07,1,49,83,2,1,1,-1.303,0.291,-1.262,0.038,-1.599,1,0,0,0,1,4,3,4,5,2,2.80105316370831
56.8,0,38,76,5,2,3,-0.569,-0.52,0.859,0.152,-0.033,1,1,0,0,0,3,1,3,1,2,2.86183228453526
47.51,0,27,57,4,4,3,0.416,1.268,-1.036,-1.529,-0.336,1,0,1,1,1,3,4,2,3,5,1.86027722197964
56.81,1,50,93,5,2,3,1.141,1.134,0.37,1.621,-0.63,0,0,0,0,1,1,4,2,1,1,3.59575173307471
46.1,0,55,78,4,3,1,-0.175,-0.587,0.245,-0.838,1.029,0,0,1,1,1,5,1,5,1,2,3.92751226997127
45.19,0,45,68,3,4,2,0.601,1.417,0.251,-0.626,0.867,1,1,1,0,0,1,3,5,3,2,2.39149375216951
54.05,0,69,92,4,3,2,0.18,-1.039,-0.821,0.543,-1.346,1,0,0,1,1,5,1,1,3,3,4.2465727229875
57.95,0,42,89,3,5,1,1.395,0.451,1.493,0.136,0.8,0,0,1,0,1,3,2,4,4,4,2.44642614341663
54.73,1,56,72,3,2,1,-1.19,-0.191,0.398,0.673,1.234,1,0,1,0,1,3,4,3,3,3,2.88337712786125
52.38,1,53,71,4,4,3,0.467,-1.888,-0.233,-1.155,0.688,1,0,1,0,0,3,3,4,3,4,3.09505885674844
57.03,0,66,90,2,4,1,-0.109,0.708,-0.495,-0.282,0.124,0,0,1,1,1,1,5,4,2,5,3.90018578270476
54.89,1,38,89,3,5,2,0.013,-0.729,-1.319,-0.309,-0.186,0,0,0,0,0,1,3,1,5,3,2.06328054818901
57.38,1,71,76,3,5,3,0.752,-0.844,1.228,0.827,-1.081,0,1,1,0,1,1,1,2,2,1,4.2010879570148
57.9,1,61,72,4,3,2,-1.604,0.111,-0.341,0.301,-0.714,0,1,0,0,1,3,5,5,2,2,3.5677044115701
70,1,62,99,2,3,2,0.881,-0.026,-1.376,0.419,-0.263,0,0,0,0,0,4,2,1,1,2,3.80971140088807
54.89,1,63,80,3,2,3,0.632,0.295,-1.032,-0.54,-0.873,0,0,1,0,1,1,2,1,1,5,2.99678680683584
54.64,0,51,90,4,4,2,0.534,-0.66,-1.021,0.316,-0.577,1,1,1,0,0,3,1,1,5,2,3.85305888471616
65.12,1,38,91,5,2,1,0.823,0.438,-1.954,0.752,1.16,1,0,0,0,1,2,2,5,1,5,2.8305579266864
52.58,1,31,90,3,2,2,0.999,-0.261,0.266,1.37,0.101,0,1,0,0,0,3,1,5,5,3,1.45815426714889
67.25,1,65,93,2,5,1,-0.065,1.276,-0.815,0.271,-0.339,1,1,1,0,1,2,3,1,3,1,4.0728320003345
67.14,1,61,74,5,2,1,1.23,-0.84,0.72,0.363,0.368,0,0,0,0,1,4,3,1,5,1,3.74610074527119
67.69,1,65,95,4,4,2,-2.685,1.956,-0.189,-0.122,-2.123,1,0,0,0,1,1,5,4,2,4,3.85381496935541
63.66,0,67,99,3,1,3,0.741,-1.163,-0.081,1.632,0.076,0,0,0,0,0,2,5,1,2,4,3.46362301913735
68.14,1,73,92,3,3,2,0.483,-0.543,1.352,0.155,-0.125,0,1,1,0,1,1,2,2,4,2,5.04182725407085
58.99,1,28,87,4,1,2,-0.493,0.783,-1.078,-0.686,-1.562,1,1,1,0,0,4,4,3,1,2,2.24855697831609
59.68,1,60,96,3,3,1,-0.034,-0.142,0.305,-0.29,1.375,1,1,0,0,1,1,1,3,4,2,4.11958697156977
38.03,0,38,61,4,1,1,-0.719,0.062,0.589,0.811,0.456,1,0,1,0,1,5,3,4,3,2,2.18895165486502
48.87,0,53,89,3,3,3,-1.41,-0.059,-0.067,-0.114,1.055,0,1,0,1,0,3,1,2,2,5,2.56459059579065
57.98,1,50,88,5,2,2,1.716,-1.537,-0.577,-0.864,1.387,0,0,1,0,1,5,1,4,2,2,3.55910307314602
52.75,0,45,85,4,3,3,0.216,0.83,-0.48,0.714,1.599,0,1,0,0,0,5,3,5,4,5,2.67656045567704
67.06,1,73,98,4,4,3,0.813,-1.188,1.554,1.428,0.382,0,0,0,0,1,1,4,2,5,2,4.49355072731345
57.7,0,62,85,3,3,2,-0.985,0.262,-0.244,0.154,-0.159,1,0,1,0,1,4,5,2,5,5,3.63869617252675
61.97,1,52,88,4,2,1,-1.441,2.25,-1.307,-0.496,-1.801,1,1,1,1,1,1,5,4,2,4,3.26880640362541
59.1,1,51,75,4,5,2,1.232,0.161,-2.479,0.388,-1.809,0,1,1,0,0,4,5,4,2,4,3.06915116081912
61.71,1,65,86,3,4,2,-0.907,-0.291,-0.045,1.189,-0.201,1,0,0,0,1,5,1,3,3,2,3.61370455986519
51.9,0,68,56,3,2,2,-0.175,0.331,-0.765,-1.372,0.751,0,0,1,0,0,2,2,5,3,3,3.94660051501576
61.35,0,25,88,4,1,1,0.671,0.388,-0.247,-0.542,-0.37,1,1,0,0,1,4,1,4,4,4,2.43711025076218
45.93,0,54,81,4,3,2,-1.352,-0.687,0.183,-0.594,2.687,0,0,0,0,1,3,3,3,4,5,3.61962368940299
65.94,1,27,95,5,3,2,-0.218,-0.762,-0.464,-0.117,-0.327,0,1,0,0,1,3,3,1,4,1,2.18256941644665
55.71,1,47,75,4,1,2,0.338,-1.3,0.195,-0.564,1.487,0,0,0,0,1,4,5,4,2,2,3.39789379165707
60.11,1,69,77,1,1,2,-0.136,0.88,1.003,0.701,-1.955,0,0,0,0,0,2,2,5,1,1,4.26254334166888
54.52,0,31,65,4,4,1,1.368,0.091,1.556,1.696,0.015,1,0,0,0,0,3,1,3,4,3,2.03466926438516
54.83,1,58,95,2,2,3,0.931,2.264,0.336,1.352,0.554,0,1,0,0,1,3,5,4,5,2,3.49630455494033
45.68,0,31,72,5,4,2,-1.102,1.191,0.063,-0.83,-1.226,1,0,0,0,0,2,4,1,4,5,2.0341385341992
65.69,0,68,98,1,4,2,2.572,0.674,-1.512,2.444,-1.122,0,1,1,0,1,5,5,1,5,4,4.12580295780193
57.22,0,31,93,3,4,1,0.473,0.122,1.449,-0.719,-0.652,0,1,0,0,1,4,1,5,3,1,1.55421797323408
62.51,1,71,82,5,3,1,-1.027,0.984,-0.202,0.425,-1.047,1,0,0,0,1,2,3,4,4,2,4.70403034977429
61.19,1,48,73,4,5,1,0.467,2.037,-0.154,0.894,-1.708,1,0,0,0,1,2,3,4,1,3,2.94515969123863
64.21,1,74,85,3,4,3,0.749,-0.039,-1.363,-0.498,-0.064,0,1,0,0,1,5,5,5,4,3,4.65811834850297
52.16,1,41,79,4,3,3,1.15,-0.989,-0.65,-0.654,0.916,0,1,0,0,0,1,2,2,2,1,3.03497898208299
47.42,1,40,70,5,2,2,0.531,-1.924,-0.08,-0.781,-0.02,0,1,1,0,0,2,5,3,3,3,2.6031904591114
55.99,1,45,87,5,4,3,-0.755,0.221,0.105,1.897,1.198,1,1,1,0,1,4,4,5,3,3,2.90538687126901
55.47,0,52,81,4,2,1,-0.565,-0.189,0.09,1.995,-0.15,1,1,1,1,1,3,4,2,4,5,3.39146214036104
72.52,1,62,91,2,4,1,0.219,0.601,0.556,-0.123,1.325,0,1,1,0,0,1,4,5,4,2,3.96091160705156
57.77,1,65,92,3,4,3,-0.157,1.195,1.583,0.869,0.747,0,0,0,0,0,3,3,3,1,2,3.60647589559515
59.96,1,47,85,4,2,1,-0.781,0.465,-0.479,-0.212,0.651,0,0,0,0,1,5,1,1,3,4,3.24646037885025
59.2,1,64,77,5,2,1,0.316,-0.877,-1.555,0.665,0.332,0,1,0,0,1,4,5,1,5,2,3.93639707455306
40.97,0,46,50,3,1,2,-0.429,0.981,-0.04,-1.083,-0.867,0,0,1,0,1,5,4,1,3,3,1.89800851271862
58.81,1,51,88,4,4,2,-0.764,-0.388,0.432,-1.746,-0.725,0,0,0,0,1,4,1,3,3,4,3.66777659935178
57.71,0,27,84,4,4,1,-0.976,0.337,2.24,-0.997,-1.263,0,1,1,0,0,3,2,4,3,1,2.49195865948851
63.03,1,65,89,3,4,2,0.005,1.191,0.081,-0.212,-0.161,0,1,1,0,0,3,5,2,2,2,4.28737904102999
52.42,0,54,85,3,4,3,-0.013,0.04,-0.673,-0.506,-0.913,0,0,0,1,1,5,2,5,2,4,2.36195265793854
67.34,1,75,93,2,4,2,1.473,-0.819,-1.432,0.318,-0.892,0,0,0,1,1,5,5,5,5,5,4.87710804759013
61.08,1,35,88,5,3,2,-1.904,-1.373,0.038,-1.449,0.652,1,1,1,0,1,4,4,3,1,4,2.69844091799811
61.25,0,64,71,1,3,2,0.359,1.596,-3.063,1.14,0.34,0,0,1,0,1,2,3,1,5,3,3.90004172038734
64,1,72,83,3,3,2,-1.628,-0.771,-1.225,-1.347,-0.799,0,1,0,0,1,5,3,1,3,3,4.49872798960837
