"id","treatment"
1138,"LastDoseFree"
1139,"FirstDoseFree.first_dose_free"
1140,"LastDoseFree"
1141,"FirstDoseFree.first_dose_free"
1142,"LastDoseFree"
1143,"Graduated"
1144,"LastDoseFree"
1145,"Graduated"
1146,"Graduated"
1147,"Graduated"
1148,"LastDoseFree"
1149,"LastDoseFree"
1150,"Graduated"
1151,"LastDoseFree"
1152,"LastDoseFree"
1153,"FirstDoseFree.first_dose_free"
1154,"Graduated"
1155,"FirstDoseFree.first_dose_free"
1156,"LastDoseFree"
1157,"LastDoseFree"
1158,"Graduated"
1159,"LastDoseFree"
1160,"Graduated"
1161,"LastDoseFree"
1162,"LastDoseFree"
1163,"FirstDoseFree.first_dose_free"
1164,"LastDoseFree"
1165,"LastDoseFree"
1166,"LastDoseFree"
1167,"Graduated"
1168,"LastDoseFree"
1169,"FirstDoseFree.first_dose_free"
1170,"Graduated"
1171,"Graduated"
1172,"Graduated"
1173,"Graduated"
1174,"Control"
1175,"Graduated"
1176,"Graduated"
1177,"LastDoseFree"
1178,"LastDoseFree"
1179,"LastDoseFree"
1180,"Graduated"
1181,"Graduated"
1182,"Graduated"
1183,"Graduated"
1184,"LastDoseFree"
1185,"LastDoseFree"
1186,"Graduated"
1187,"Graduated"
1188,"FirstDoseFree.first_dose_free"
1189,"Control"
1190,"LastDoseFree"
1191,"Graduated"
1192,"FirstDoseFree.first_dose_free"
1193,"Graduated"
1194,"LastDoseFree"
1195,"Graduated"
1196,"FirstDoseFree.first_dose_free"
1197,"LastDoseFree"
1198,"Graduated"
1199,"Graduated"
1200,"LastDoseFree"
1201,"Graduated"
1202,"FirstDoseFree.first_dose_free"
1203,"LastDoseFree"
1204,"Graduated"
1205,"Graduated"
1206,"LastDoseFree"
1207,"Graduated"
1208,"FirstDoseFree.first_dose_free"
1209,"Graduated"
1210,"LastDoseFree"
1211,"LastDoseFree"
1212,"LastDoseFree"
1213,"LastDoseFree"
1214,"FirstDoseFree.first_dose_free"
1215,"LastDoseFree"
1216,"LastDoseFree"
1217,"Graduated"
1218,"LastDoseFree"
1219,"FirstDoseFree.first_dose_free"
1220,"LastDoseFree"
1221,"Graduated"
1222,"Graduated"
1223,"LastDoseFree"
1224,"Graduated"
1225,"LastDoseFree"
1226,"LastDoseFree"
1227,"LastDoseFree"
1228,"LastDoseFree"
1229,"LastDoseFree"
1230,"FirstDoseFree.first_dose_free"
1231,"LastDoseFree"
1232,"FirstDoseFree.first_dose_free"
1233,"Graduated"
1234,"Graduated"
1235,"Graduated"
1236,"Graduated"
1237,"Graduated"
1238,"FirstDoseFree.first_dose_free"
1239,"Control"
1240,"Graduated"
1241,"FirstDoseFree.first_dose_free"
1242,"Graduated"
1243,"LastDoseFree"
1244,"Graduated"
1245,"Graduated"
1246,"Control"
1247,"Graduated"
1248,"Graduated"
1249,"LastDoseFree"
1250,"FirstDoseFree.first_dose_free"
1251,"LastDoseFree"
1252,"FirstDoseFree.first_dose_free"
1253,"Graduated"
1254,"FirstDoseFree.first_dose_free"
1255,"LastDoseFree"
1256,"FirstDoseFree.first_dose_free"
1257,"Graduated"
1258,"LastDoseFree"
1259,"LastDoseFree"
1260,"LastDoseFree"
1261,"Graduated"
1262,"LastDoseFree"
1263,"LastDoseFree"
1264,"Control"
1265,"Graduated"
1266,"LastDoseFree"
1267,"LastDoseFree"
1268,"Graduated"
1269,"Graduated"
1270,"Graduated"
1271,"LastDoseFree"
1272,"LastDoseFree"
1273,"LastDoseFree"
1274,"LastDoseFree"
1275,"FirstDoseFree.first_dose_free"
1276,"Graduated"
1277,"LastDoseFree"
1278,"Graduated"
1279,"FirstDoseFree.first_dose_free"
1280,"Graduated"
1281,"LastDoseFree"
1282,"Graduated"
1283,"LastDoseFree"
1284,"LastDoseFree"
1285,"LastDoseFree"
1286,"LastDoseFree"
1287,"Graduated"
1288,"Graduated"
1289,"LastDoseFree"
1290,"FirstDoseFree.first_dose_free"
1291,"Graduated"
1292,"Graduated"
1293,"LastDoseFree"
1294,"Graduated"
1295,"Graduated"
1296,"FirstDoseFree.first_dose_free"
1297,"Graduated"
1298,"LastDoseFree"
1299,"Graduated"
1300,"LastDoseFree"
1301,"Graduated"
1302,"LastDoseFree"
1303,"Graduated"
1304,"LastDoseFree"
1305,"FirstDoseFree.first_dose_free"
1306,"Graduated"
1307,"Graduated"
1308,"Graduated"
1309,"Graduated"
1310,"LastDoseFree"
1311,"FirstDoseFree.first_dose_free"
1312,"Control"
1313,"LastDoseFree"
1314,"Graduated"
1315,"FirstDoseFree.first_dose_free"
1316,"Control"
1317,"LastDoseFree"
1318,"FirstDoseFree.first_dose_free"
1319,"Graduated"
1320,"LastDoseFree"
1321,"Graduated"
1322,"Graduated"
1323,"FirstDoseFree.first_dose_free"
1324,"Graduated"
1325,"Graduated"
1326,"Graduated"
1327,"LastDoseFree"
1328,"Graduated"
1329,"LastDoseFree"
1330,"LastDoseFree"
1331,"FirstDoseFree.first_dose_free"
1332,"Control"
1333,"Graduated"
1334,"Graduated"
1335,"LastDoseFree"
1336,"LastDoseFree"
1337,"FirstDoseFree.first_dose_free"
1338,"Graduated"
1339,"Graduated"
1340,"FirstDoseFree.first_dose_free"
1341,"Graduated"
1342,"Graduated"
1343,"Graduated"
1344,"LastDoseFree"
1345,"Graduated"
1346,"LastDoseFree"
1347,"Graduated"
1348,"FirstDoseFree.first_dose_free"
1349,"LastDoseFree"
1350,"Graduated"
1351,"Graduated"
1352,"LastDoseFree"
1353,"Graduated"
1354,"LastDoseFree"
1355,"LastDoseFree"
1356,"FirstDoseFree.first_dose_free"
1357,"LastDoseFree"
1358,"LastDoseFree"
1359,"LastDoseFree"
1360,"Graduated"
1361,"Graduated"
1362,"LastDoseFree"
1363,"LastDoseFree"
1364,"Control"
1365,"Graduated"
1366,"LastDoseFree"
1367,"LastDoseFree"
1368,"LastDoseFree"
1369,"FirstDoseFree.first_dose_free"
1370,"LastDoseFree"
1371,"LastDoseFree"
1372,"FirstDoseFree.first_dose_free"
1373,"FirstDoseFree.first_dose_free"
1374,"LastDoseFree"
1375,"Graduated"
1376,"LastDoseFree"
1377,"LastDoseFree"
1378,"Graduated"
1379,"FirstDoseFree.first_dose_free"
1380,"LastDoseFree"
1381,"Control"
1382,"Graduated"
1383,"LastDoseFree"
1384,"Graduated"
1385,"LastDoseFree"
1386,"LastDoseFree"
1387,"Graduated"
1388,"FirstDoseFree.first_dose_free"
1389,"LastDoseFree"
1390,"Graduated"
1391,"FirstDoseFree.first_dose_free"
1392,"LastDoseFree"
1393,"LastDoseFree"
1394,"FirstDoseFree.first_dose_free"
1395,"Graduated"
1396,"Graduated"
1397,"FirstDoseFree.first_dose_free"
1398,"FirstDoseFree.first_dose_free"
1399,"FirstDoseFree.first_dose_free"
1400,"Graduated"
1401,"LastDoseFree"
1402,"Graduated"
1403,"LastDoseFree"
1404,"LastDoseFree"
1405,"LastDoseFree"
1406,"FirstDoseFree.first_dose_free"
1407,"FirstDoseFree.first_dose_free"
1408,"LastDoseFree"
1409,"LastDoseFree"
1410,"Graduated"
1411,"FirstDoseFree.first_dose_free"
1412,"Graduated"
1413,"Graduated"
1414,"Graduated"
1415,"Graduated"
1416,"FirstDoseFree.first_dose_free"
1417,"LastDoseFree"
1418,"LastDoseFree"
1419,"LastDoseFree"
1420,"Graduated"
1421,"LastDoseFree"
1422,"Graduated"
1423,"LastDoseFree"
1424,"LastDoseFree"
1425,"LastDoseFree"
1426,"Graduated"
1427,"FirstDoseFree.first_dose_free"
1428,"Graduated"
1429,"LastDoseFree"
1430,"Graduated"
1431,"Graduated"
1432,"LastDoseFree"
1433,"LastDoseFree"
1434,"FirstDoseFree.first_dose_free"
1435,"FirstDoseFree.first_dose_free"
1436,"Control"
1437,"FirstDoseFree.first_dose_free"
1438,"Graduated"
1439,"Graduated"
1440,"FirstDoseFree.first_dose_free"
1441,"Graduated"
1442,"LastDoseFree"
1443,"Graduated"
1444,"Graduated"
1445,"FirstDoseFree.first_dose_free"
1446,"Control"
1447,"Graduated"
1448,"Graduated"
1449,"Graduated"
1450,"LastDoseFree"
1451,"FirstDoseFree.first_dose_free"
1452,"Graduated"
1453,"LastDoseFree"
1454,"LastDoseFree"
1455,"LastDoseFree"
1456,"LastDoseFree"
1457,"FirstDoseFree.first_dose_free"
1458,"Graduated"
1459,"Graduated"
1460,"LastDoseFree"
1461,"FirstDoseFree.first_dose_free"
1462,"LastDoseFree"
1463,"Graduated"
1464,"LastDoseFree"
1465,"LastDoseFree"
1466,"Graduated"
1467,"Graduated"
1468,"FirstDoseFree.first_dose_free"
1469,"LastDoseFree"
1470,"LastDoseFree"
1471,"FirstDoseFree.first_dose_free"
1472,"LastDoseFree"
1473,"Graduated"
1474,"Graduated"
1475,"Graduated"
1476,"LastDoseFree"
1477,"LastDoseFree"
1478,"FirstDoseFree.first_dose_free"
1479,"FirstDoseFree.first_dose_free"
1480,"LastDoseFree"
1481,"FirstDoseFree.first_dose_free"
1482,"LastDoseFree"
1483,"LastDoseFree"
1484,"Graduated"
1485,"Graduated"
1486,"LastDoseFree"
1487,"Control"
1488,"FirstDoseFree.first_dose_free"
1489,"Graduated"
1490,"Graduated"
1491,"Graduated"
1492,"LastDoseFree"
1493,"Control"
1494,"LastDoseFree"
1495,"Graduated"
1496,"FirstDoseFree.first_dose_free"
1497,"FirstDoseFree.first_dose_free"
1498,"FirstDoseFree.first_dose_free"
1499,"FirstDoseFree.first_dose_free"
1500,"FirstDoseFree.first_dose_free"
1501,"Control"
1502,"LastDoseFree"
1503,"FirstDoseFree.first_dose_free"
1504,"Graduated"
1505,"Graduated"
1506,"Graduated"
1507,"Graduated"
1508,"LastDoseFree"
1509,"FirstDoseFree.first_dose_free"
1510,"LastDoseFree"
1511,"LastDoseFree"
1512,"Graduated"
1513,"LastDoseFree"
1514,"Graduated"
1515,"LastDoseFree"
1516,"Graduated"
1517,"FirstDoseFree.first_dose_free"
1518,"LastDoseFree"
1519,"Graduated"
1520,"LastDoseFree"
1521,"Graduated"
1522,"FirstDoseFree.first_dose_free"
1523,"FirstDoseFree.first_dose_free"
1524,"Graduated"
1525,"Graduated"
1526,"Graduated"
1527,"LastDoseFree"
1528,"FirstDoseFree.first_dose_free"
1529,"LastDoseFree"
1530,"FirstDoseFree.first_dose_free"
1531,"LastDoseFree"
1532,"Graduated"
1533,"Graduated"
1534,"Graduated"
1535,"FirstDoseFree.first_dose_free"
1536,"Graduated"
1537,"LastDoseFree"
1538,"Control"
1539,"LastDoseFree"
1540,"LastDoseFree"
1541,"Control"
1542,"Control"
1543,"FirstDoseFree.first_dose_free"
1544,"Graduated"
1545,"LastDoseFree"
1546,"LastDoseFree"
1547,"LastDoseFree"
1548,"Graduated"
1549,"FirstDoseFree.first_dose_free"
1550,"LastDoseFree"
1551,"LastDoseFree"
1552,"FirstDoseFree.first_dose_free"
1553,"LastDoseFree"
1554,"Graduated"
1555,"LastDoseFree"
1556,"LastDoseFree"
1557,"LastDoseFree"
1558,"Graduated"
1559,"LastDoseFree"
1560,"LastDoseFree"
1561,"FirstDoseFree.first_dose_free"
1562,"FirstDoseFree.first_dose_free"
1563,"FirstDoseFree.first_dose_free"
1564,"LastDoseFree"
1565,"LastDoseFree"
1566,"Graduated"
1567,"Graduated"
1568,"FirstDoseFree.first_dose_free"
1569,"LastDoseFree"
1570,"Control"
1571,"Control"
1572,"Control"
1573,"FirstDoseFree.first_dose_free"
1574,"Graduated"
1575,"Graduated"
1576,"LastDoseFree"
1577,"LastDoseFree"
1578,"Graduated"
1579,"Graduated"
1580,"LastDoseFree"
1581,"Graduated"
1582,"LastDoseFree"
1583,"LastDoseFree"
1584,"LastDoseFree"
1585,"LastDoseFree"
1586,"LastDoseFree"
1587,"Graduated"
1588,"Graduated"
1589,"Graduated"
1590,"FirstDoseFree.first_dose_free"
1591,"Control"
1592,"LastDoseFree"
1593,"Graduated"
1594,"LastDoseFree"
1595,"LastDoseFree"
1596,"Graduated"
1597,"LastDoseFree"
1598,"FirstDoseFree.first_dose_free"
1599,"Graduated"
1600,"LastDoseFree"
1601,"LastDoseFree"
1602,"Graduated"
1603,"Graduated"
1604,"LastDoseFree"
1605,"Graduated"
1606,"Graduated"
1607,"FirstDoseFree.first_dose_free"
1608,"FirstDoseFree.first_dose_free"
1609,"FirstDoseFree.first_dose_free"
1610,"Graduated"
1611,"FirstDoseFree.first_dose_free"
1612,"FirstDoseFree.first_dose_free"
1613,"FirstDoseFree.first_dose_free"
1614,"Graduated"
1615,"FirstDoseFree.first_dose_free"
1616,"Graduated"
1617,"LastDoseFree"
1618,"LastDoseFree"
1619,"Graduated"
1620,"FirstDoseFree.first_dose_free"
1621,"Graduated"
1622,"Graduated"
1623,"LastDoseFree"
1624,"Graduated"
1625,"LastDoseFree"
1626,"Graduated"
1627,"FirstDoseFree.first_dose_free"
1628,"Graduated"
1629,"Graduated"
1630,"Graduated"
1631,"Graduated"
1632,"Graduated"
1633,"Graduated"
1634,"FirstDoseFree.first_dose_free"
1635,"LastDoseFree"
1636,"LastDoseFree"
1637,"FirstDoseFree.first_dose_free"
1638,"Graduated"
1639,"Graduated"
1640,"Graduated"
1641,"Graduated"
1642,"Graduated"
1643,"Graduated"
1644,"Graduated"
1645,"LastDoseFree"
1646,"Graduated"
1647,"Graduated"
1648,"Graduated"
1649,"LastDoseFree"
1650,"LastDoseFree"
1651,"Graduated"
1652,"LastDoseFree"
1653,"LastDoseFree"
1654,"Graduated"
1655,"FirstDoseFree.first_dose_free"
1656,"FirstDoseFree.first_dose_free"
1657,"Graduated"
1658,"Graduated"
1659,"Graduated"
1660,"LastDoseFree"
1661,"LastDoseFree"
1662,"FirstDoseFree.first_dose_free"
1663,"Graduated"
1664,"Graduated"
1665,"Graduated"
1666,"FirstDoseFree.first_dose_free"
1667,"FirstDoseFree.first_dose_free"
1668,"Graduated"
1669,"Graduated"
1670,"FirstDoseFree.first_dose_free"
1671,"LastDoseFree"
1672,"Graduated"
1673,"Graduated"
1674,"LastDoseFree"
1675,"FirstDoseFree.first_dose_free"
1676,"LastDoseFree"
1677,"Control"
1678,"LastDoseFree"
1679,"LastDoseFree"
1680,"LastDoseFree"
1681,"LastDoseFree"
1682,"FirstDoseFree.first_dose_free"
1683,"FirstDoseFree.first_dose_free"
1684,"Graduated"
1685,"Graduated"
1686,"Graduated"
1687,"LastDoseFree"
1688,"Graduated"
1689,"Control"
1690,"Graduated"
1691,"Graduated"
1692,"Graduated"
1693,"LastDoseFree"
1694,"LastDoseFree"
1695,"Graduated"
1696,"LastDoseFree"
1697,"Graduated"
1698,"Graduated"
1699,"LastDoseFree"
1700,"Control"
1701,"FirstDoseFree.first_dose_free"
1702,"LastDoseFree"
1703,"LastDoseFree"
1704,"LastDoseFree"
1705,"Graduated"
1706,"FirstDoseFree.first_dose_free"
1707,"LastDoseFree"
1708,"Graduated"
1709,"FirstDoseFree.first_dose_free"
1710,"LastDoseFree"
1711,"LastDoseFree"
1712,"FirstDoseFree.first_dose_free"
1713,"LastDoseFree"
1714,"Graduated"
1715,"FirstDoseFree.first_dose_free"
1716,"Graduated"
1717,"Graduated"
1718,"Graduated"
1719,"FirstDoseFree.first_dose_free"
1720,"Control"
1721,"Graduated"
1722,"Control"
1723,"LastDoseFree"
1724,"Graduated"
1725,"Graduated"
1726,"Graduated"
1727,"FirstDoseFree.first_dose_free"
1728,"Graduated"
1729,"Graduated"
1730,"Graduated"
1731,"Graduated"
1732,"FirstDoseFree.first_dose_free"
1733,"Graduated"
1734,"FirstDoseFree.first_dose_free"
1735,"LastDoseFree"
1736,"Graduated"
1737,"Graduated"
1738,"LastDoseFree"
1739,"LastDoseFree"
1740,"Graduated"
1741,"Graduated"
1742,"Graduated"
1743,"LastDoseFree"
1744,"LastDoseFree"
1745,"Graduated"
1746,"FirstDoseFree.first_dose_free"
1747,"LastDoseFree"
1748,"Graduated"
1749,"LastDoseFree"
1750,"Graduated"
1751,"LastDoseFree"
1752,"Graduated"
1753,"LastDoseFree"
1754,"Graduated"
1755,"Graduated"
1756,"LastDoseFree"
1757,"Graduated"
1758,"LastDoseFree"
1759,"Graduated"
1760,"Graduated"
1761,"Graduated"
1762,"LastDoseFree"
1763,"Graduated"
1764,"LastDoseFree"
1765,"LastDoseFree"
1766,"LastDoseFree"
1767,"LastDoseFree"
1768,"Graduated"
1769,"Control"
1770,"LastDoseFree"
1771,"Graduated"
1772,"Graduated"
1773,"LastDoseFree"
1774,"LastDoseFree"
1775,"FirstDoseFree.first_dose_free"
1776,"LastDoseFree"
1777,"LastDoseFree"
1778,"Graduated"
1779,"LastDoseFree"
1780,"FirstDoseFree.first_dose_free"
1781,"Control"
1782,"FirstDoseFree.first_dose_free"
1783,"Graduated"
1784,"Graduated"
1785,"LastDoseFree"
1786,"FirstDoseFree.first_dose_free"
1787,"Graduated"
1788,"LastDoseFree"
1789,"LastDoseFree"
1790,"LastDoseFree"
1791,"LastDoseFree"
1792,"LastDoseFree"
1793,"FirstDoseFree.first_dose_free"
1794,"LastDoseFree"
1795,"Graduated"
1796,"LastDoseFree"
1797,"Graduated"
1798,"Graduated"
1799,"LastDoseFree"
1800,"FirstDoseFree.first_dose_free"
1801,"LastDoseFree"
1802,"FirstDoseFree.first_dose_free"
1803,"LastDoseFree"
1804,"LastDoseFree"
1805,"LastDoseFree"
1806,"LastDoseFree"
1807,"Graduated"
1808,"LastDoseFree"
1809,"LastDoseFree"
1810,"Graduated"
1811,"LastDoseFree"
1812,"FirstDoseFree.first_dose_free"
1813,"FirstDoseFree.first_dose_free"
1814,"LastDoseFree"
1815,"Graduated"
1816,"Graduated"
1817,"Graduated"
1818,"LastDoseFree"
1819,"LastDoseFree"
1820,"Control"
1821,"Graduated"
1822,"LastDoseFree"
1823,"FirstDoseFree.first_dose_free"
1824,"LastDoseFree"
1825,"Graduated"
1826,"LastDoseFree"
1827,"LastDoseFree"
1828,"Graduated"
1829,"FirstDoseFree.first_dose_free"
1830,"LastDoseFree"
1831,"LastDoseFree"
1832,"LastDoseFree"
1833,"Graduated"
1834,"FirstDoseFree.first_dose_free"
1835,"FirstDoseFree.first_dose_free"
1836,"Graduated"
1837,"FirstDoseFree.first_dose_free"
1838,"LastDoseFree"
1839,"Graduated"
1840,"FirstDoseFree.first_dose_free"
1841,"LastDoseFree"
1842,"Graduated"
1843,"LastDoseFree"
1844,"LastDoseFree"
1845,"LastDoseFree"
1846,"Graduated"
1847,"FirstDoseFree.first_dose_free"
1848,"Graduated"
1849,"LastDoseFree"
1850,"Graduated"
1851,"Graduated"
1852,"Graduated"
1853,"Graduated"
1854,"LastDoseFree"
1855,"LastDoseFree"
1856,"FirstDoseFree.first_dose_free"
1857,"LastDoseFree"
1858,"LastDoseFree"
1859,"LastDoseFree"
1860,"LastDoseFree"
1861,"LastDoseFree"
1862,"Graduated"
1863,"FirstDoseFree.first_dose_free"
1864,"Graduated"
1865,"Graduated"
1866,"Graduated"
1867,"LastDoseFree"
1868,"Graduated"
1869,"LastDoseFree"
1870,"LastDoseFree"
1871,"LastDoseFree"
1872,"LastDoseFree"
1873,"LastDoseFree"
1874,"Control"
1875,"Graduated"
1876,"LastDoseFree"
1877,"Graduated"
1878,"Graduated"
1879,"LastDoseFree"
1880,"FirstDoseFree.first_dose_free"
1881,"Graduated"
1882,"LastDoseFree"
1883,"FirstDoseFree.first_dose_free"
1884,"FirstDoseFree.first_dose_free"
1885,"LastDoseFree"
1886,"LastDoseFree"
1887,"Graduated"
1888,"LastDoseFree"
1889,"LastDoseFree"
1890,"Graduated"
1891,"Graduated"
1892,"Graduated"
1893,"Graduated"
1894,"Control"
1895,"Graduated"
1896,"LastDoseFree"
1897,"Graduated"
1898,"Graduated"
1899,"Graduated"
1900,"FirstDoseFree.first_dose_free"
1901,"Graduated"
1902,"Graduated"
1903,"LastDoseFree"
1904,"Graduated"
1905,"LastDoseFree"
1906,"Graduated"
1907,"FirstDoseFree.first_dose_free"
1908,"Graduated"
1909,"Graduated"
1910,"Graduated"
1911,"FirstDoseFree.first_dose_free"
1912,"LastDoseFree"
1913,"Graduated"
1914,"LastDoseFree"
1915,"FirstDoseFree.first_dose_free"
1916,"FirstDoseFree.first_dose_free"
1917,"Graduated"
1918,"Graduated"
1919,"FirstDoseFree.first_dose_free"
1920,"Graduated"
1921,"LastDoseFree"
1922,"Graduated"
1923,"Graduated"
1924,"LastDoseFree"
1925,"LastDoseFree"
1926,"LastDoseFree"
1927,"Graduated"
1928,"FirstDoseFree.first_dose_free"
1929,"Graduated"
1930,"Graduated"
1931,"Graduated"
1932,"LastDoseFree"
1933,"Graduated"
1934,"Graduated"
1935,"FirstDoseFree.first_dose_free"
1936,"LastDoseFree"
1937,"Graduated"
1938,"Control"
1939,"Control"
1940,"LastDoseFree"
1941,"LastDoseFree"
1942,"LastDoseFree"
1943,"Graduated"
1944,"Graduated"
1945,"FirstDoseFree.first_dose_free"
1946,"Graduated"
1947,"Graduated"
1948,"Graduated"
1949,"Graduated"
1950,"Graduated"
1951,"FirstDoseFree.first_dose_free"
1952,"FirstDoseFree.first_dose_free"
1953,"Graduated"
1954,"LastDoseFree"
1955,"FirstDoseFree.first_dose_free"
1956,"LastDoseFree"
1957,"Control"
1958,"Graduated"
1959,"FirstDoseFree.first_dose_free"
1960,"FirstDoseFree.first_dose_free"
1961,"Graduated"
1962,"LastDoseFree"
1963,"FirstDoseFree.first_dose_free"
1964,"LastDoseFree"
1965,"FirstDoseFree.first_dose_free"
1966,"FirstDoseFree.first_dose_free"
1967,"LastDoseFree"
1968,"LastDoseFree"
1969,"LastDoseFree"
1970,"Graduated"
1971,"FirstDoseFree.first_dose_free"
1972,"Graduated"
1973,"Graduated"
1974,"FirstDoseFree.first_dose_free"
1975,"LastDoseFree"
1976,"FirstDoseFree.first_dose_free"
1977,"FirstDoseFree.first_dose_free"
1978,"LastDoseFree"
1979,"LastDoseFree"
1980,"Control"
1981,"LastDoseFree"
1982,"Graduated"
1983,"LastDoseFree"
1984,"LastDoseFree"
1985,"Graduated"
1986,"LastDoseFree"
1987,"Control"
1988,"LastDoseFree"
1989,"FirstDoseFree.first_dose_free"
1990,"LastDoseFree"
1991,"FirstDoseFree.first_dose_free"
1992,"FirstDoseFree.first_dose_free"
1993,"Graduated"
1994,"Graduated"
1995,"Graduated"
1996,"LastDoseFree"
1997,"Graduated"
1998,"Graduated"
1999,"Graduated"
2000,"Graduated"
2001,"Control"
2002,"Graduated"
2003,"LastDoseFree"
2004,"Graduated"
2005,"Graduated"
2006,"Graduated"
2007,"FirstDoseFree.first_dose_free"
2008,"Graduated"
2009,"FirstDoseFree.first_dose_free"
2010,"LastDoseFree"
2011,"LastDoseFree"
2012,"Graduated"
2013,"Control"
2014,"LastDoseFree"
2015,"Graduated"
2016,"LastDoseFree"
2017,"FirstDoseFree.first_dose_free"
2018,"LastDoseFree"
2019,"LastDoseFree"
2020,"LastDoseFree"
2021,"Graduated"
2022,"LastDoseFree"
2023,"FirstDoseFree.first_dose_free"
2024,"FirstDoseFree.first_dose_free"
2025,"Control"
2026,"Graduated"
2027,"LastDoseFree"
2028,"LastDoseFree"
2029,"LastDoseFree"
2030,"Graduated"
2031,"FirstDoseFree.first_dose_free"
2032,"Graduated"
2033,"Control"
2034,"Graduated"
2035,"LastDoseFree"
2036,"FirstDoseFree.first_dose_free"
2037,"FirstDoseFree.first_dose_free"
2038,"FirstDoseFree.first_dose_free"
2039,"LastDoseFree"
2040,"Graduated"
2041,"Graduated"
2042,"FirstDoseFree.first_dose_free"
2043,"Graduated"
2044,"Graduated"
2045,"FirstDoseFree.first_dose_free"
2046,"Graduated"
2047,"FirstDoseFree.first_dose_free"
2048,"LastDoseFree"
2049,"LastDoseFree"
2050,"Graduated"
2051,"Control"
2052,"Graduated"
2053,"Graduated"
2054,"LastDoseFree"
2055,"Graduated"
2056,"Graduated"
2057,"LastDoseFree"
2058,"Graduated"
2059,"Graduated"
2060,"LastDoseFree"
2061,"LastDoseFree"
2062,"LastDoseFree"
2063,"Graduated"
2064,"LastDoseFree"
2065,"LastDoseFree"
2066,"LastDoseFree"
2067,"LastDoseFree"
2068,"Graduated"
2069,"Graduated"
2070,"Graduated"
2071,"LastDoseFree"
2072,"LastDoseFree"
2073,"FirstDoseFree.first_dose_free"
2074,"Graduated"
2075,"Graduated"
2076,"LastDoseFree"
2077,"LastDoseFree"
2078,"LastDoseFree"
2079,"LastDoseFree"
2080,"LastDoseFree"
2081,"FirstDoseFree.first_dose_free"
2082,"Graduated"
2083,"LastDoseFree"
2084,"Graduated"
2085,"Graduated"
2086,"Graduated"
2087,"Graduated"
2088,"FirstDoseFree.first_dose_free"
2089,"LastDoseFree"
2090,"FirstDoseFree.first_dose_free"
2091,"Graduated"
2092,"Graduated"
2093,"LastDoseFree"
2094,"Graduated"
2095,"Graduated"
2096,"LastDoseFree"
2097,"LastDoseFree"
2098,"FirstDoseFree.first_dose_free"
2099,"Graduated"
2100,"LastDoseFree"
2101,"LastDoseFree"
2102,"Graduated"
2103,"Graduated"
2104,"Graduated"
2105,"LastDoseFree"
2106,"FirstDoseFree.first_dose_free"
2107,"Graduated"
2108,"LastDoseFree"
2109,"LastDoseFree"
2110,"Graduated"
2111,"LastDoseFree"
2112,"LastDoseFree"
2113,"Graduated"
2114,"LastDoseFree"
2115,"Graduated"
2116,"Graduated"
2117,"LastDoseFree"
2118,"FirstDoseFree.first_dose_free"
2119,"FirstDoseFree.first_dose_free"
2120,"LastDoseFree"
2121,"Graduated"
2122,"Graduated"
2123,"FirstDoseFree.first_dose_free"
2124,"Graduated"
2125,"Graduated"
2126,"Graduated"
2127,"FirstDoseFree.first_dose_free"
2128,"Graduated"
2129,"LastDoseFree"
2130,"Graduated"
2131,"Graduated"
2132,"Graduated"
2133,"LastDoseFree"
2134,"Graduated"
2135,"Graduated"
2136,"Graduated"
2137,"Graduated"
2138,"Graduated"
2139,"LastDoseFree"
2140,"Graduated"
2141,"Graduated"
2142,"Graduated"
2143,"FirstDoseFree.first_dose_free"
2144,"LastDoseFree"
2145,"LastDoseFree"
2146,"Graduated"
2147,"Graduated"
2148,"FirstDoseFree.first_dose_free"
2149,"LastDoseFree"
2150,"Graduated"
2151,"LastDoseFree"
2152,"FirstDoseFree.first_dose_free"
2153,"Graduated"
2154,"LastDoseFree"
2155,"Graduated"
2156,"Graduated"
2157,"Graduated"
2158,"LastDoseFree"
2159,"FirstDoseFree.first_dose_free"
2160,"Control"
2161,"Graduated"
2162,"LastDoseFree"
2163,"Graduated"
2164,"FirstDoseFree.first_dose_free"
2165,"FirstDoseFree.first_dose_free"
2166,"LastDoseFree"
2167,"Graduated"
2168,"Graduated"
2169,"LastDoseFree"
2170,"Control"
2171,"FirstDoseFree.first_dose_free"
2172,"LastDoseFree"
2173,"Graduated"
2174,"LastDoseFree"
2175,"Graduated"
2176,"LastDoseFree"
2177,"FirstDoseFree.first_dose_free"
2178,"LastDoseFree"
2179,"LastDoseFree"
2180,"Graduated"
2181,"FirstDoseFree.first_dose_free"
2182,"LastDoseFree"
2183,"LastDoseFree"
2184,"FirstDoseFree.first_dose_free"
2185,"Graduated"
2186,"FirstDoseFree.first_dose_free"
2187,"Graduated"
2188,"Graduated"
2189,"LastDoseFree"
2190,"Graduated"
2191,"LastDoseFree"
2192,"Graduated"
2193,"LastDoseFree"
2194,"Graduated"
2195,"LastDoseFree"
2196,"Graduated"
2197,"Graduated"
2198,"LastDoseFree"
2199,"Graduated"
2200,"FirstDoseFree.first_dose_free"
2201,"FirstDoseFree.first_dose_free"
2202,"Graduated"
2203,"Graduated"
2204,"LastDoseFree"
2205,"FirstDoseFree.first_dose_free"
2206,"LastDoseFree"
2207,"LastDoseFree"
